,height,lean angle,width,material,n_struts,E1,E2,E3,weight,cost,reliability,IoP E1,IoP E2,IoP E3,CAC E1,CAC E2,CAC E3,IoP,CAC,value
1390,14.0,50.0,60,Inconel,30,-0.025920585284550136,1.3726749453364955,1.6952424165114168,50.25774302652516,30.154645815915096,0.4,-0.025920585284550098,0.32228173220055156,1.6952424165114173,1.4624190343091423,1.4624190343091426,0.7948628636634533,0.6638678544758062,1.2399003107605793,-1.5478724346566712
1400,14.0,50.0,60,Titanium,24,-0.04809807631159889,3.1735785184857237,3.0,21.747672928694154,23.92244022156358,0.34,-0.04809807631159882,0.12352273289384083,3.0,1.5585456254741026,1.5585456254741015,0.9153903141466229,1.0251415521940805,1.3441605216982755,-2.455140678591076
1401,14.0,50.0,60,Titanium,26,-0.04805790437335053,3.173754650852249,3.333333333333334,23.559979006085335,25.915976906693867,0.24,-0.04805790437335058,0.12311712075160665,3.3333333333333326,1.553950044340867,1.553950044340867,0.8902618189536772,1.136130849903863,1.3327206358784702,-2.7386847528783673
1402,14.0,50.0,60,Titanium,28,-0.03161156465265893,3.245863014600514,3.666666666666666,25.372285083476516,27.90951359182417,0.4,-0.03161156465265888,0.1373336962846425,3.666666666666666,1.5686235131671522,1.568623513167152,0.9383839171563753,1.2574629327662166,1.3585436478302266,-3.104871701316539
1403,14.0,50.0,60,Titanium,30,-0.06785472880540067,3.086956211719265,4.0,27.184591160867694,29.903050276954467,0.28,-0.06785472880540072,0.10663342191252471,3.9999999999999996,1.4901543913242448,1.4901543913242452,0.8198139349479475,1.3462595643690412,1.2667075725321457,-3.3873259807083924
1411,14.0,50.0,70,Steel,20,0.08799968645377389,0.23454815957690847,0.12562135710165243,49.330156787090935,15.522913467242201,0.7,0.08799968645377364,0.08074092895302153,0.12562135710165243,2.10738699962149,2.107386999621489,1.6154126882454602,0.09812065750281586,1.9433955624961463,-0.15378774823418445
1412,14.0,50.0,70,Steel,22,0.13225865124848787,0.2847686000902568,0.23819955839365484,54.26317246580003,17.07520481396642,0.82,0.13225865124848768,0.09987646759713138,0.23819955839365484,1.5934243843745923,1.5934243843745934,1.148926086067653,0.15677822574642464,1.4452582849389461,-0.26188272895145503
1413,14.0,50.0,70,Steel,24,0.11101895874846276,0.2606680202717538,0.3513227565818625,59.196188144509144,18.62749616069064,0.76,0.11101895874846263,0.09070597799771775,0.3513227565818627,1.4520774342837899,1.4520774342837899,0.9949288093974368,0.18434923110934767,1.2996945593216722,-0.30673008896373466
1414,14.0,50.0,70,Steel,26,0.1482679724111948,0.30293430199584764,0.46154684995701234,64.12920382321823,20.17978750741486,0.9,0.14826797241119472,0.10656593237632063,0.4615468499570125,1.4869449827614616,1.4869449827614611,1.005737377235208,0.2387935849148426,1.3265424475860437,-0.43418287327214433
1415,14.0,50.0,70,Steel,28,0.12111094636789037,0.2721193514597675,0.578180203272158,69.06221950192732,21.732078854139072,0.82,0.12111094636789003,0.09463770829304964,0.5781802032721578,1.4543590416096255,1.454359041609625,1.0072102931353222,0.2646429526443658,1.3053094587848575,-0.5286696342696879
1416,14.0,50.0,70,Steel,30,0.09683168675453778,0.24456978904284124,0.686814944303438,73.99523518063641,23.2843702008633,0.8,0.09683168675453746,0.08379131818871648,0.6868149443034377,1.4148528412139063,1.4148528412139068,0.9290137720660854,0.28914598308223055,1.2529064848312996,-0.6547949161537737
1424,14.0,50.0,70,Inconel,20,0.10933723263850913,1.3161179832660252,0.9753636985888271,39.089355687297335,23.4536134123784,0.78,0.10933723263850896,0.3038994623828306,0.975363698588827,2.0621415538318946,2.0621415538318963,1.5884647390008715,0.4628667978700555,1.904249282221554,-1.1529481266558064
1425,14.0,50.0,70,Inconel,22,0.1085964338172969,1.3145713142989062,1.17510271374221,42.998291256027066,25.79897475361624,0.82,0.10859643381729674,0.3027594681790452,1.17510271374221,1.586877008560404,1.5868770085604054,1.15902611738626,0.5288195385795174,1.4442600448356897,-1.291638803772639
1426,14.0,50.0,70,Inconel,24,0.12624871816627692,1.3514264490798376,1.3665799042011242,46.907226824756805,28.14433609485408,0.78,0.1262487181662769,0.31607175905682416,1.3665799042011244,1.4943336823680216,1.4943336823680224,1.0099844302744616,0.6029667938080752,1.3328839316701686,-1.420328501048173
1427,14.0,50.0,70,Inconel,26,0.08927747986272268,1.274236441047015,1.564350143033877,50.816162393486536,30.489697436091923,0.76,0.08927747986272251,0.28956561524282703,1.5643501430338773,1.3792250630167446,1.3792250630167442,0.9722584705078976,0.6477310793798089,1.243569532180462,-1.5629115622661727
1428,14.0,50.0,70,Inconel,28,0.12462807169909239,1.3480427995306064,1.766898049265594,54.725097962216275,32.835058777329756,0.88,0.12462807169909212,0.31353088744146806,1.7668980492655937,1.4560451021792695,1.4560451021792695,1.027931314914716,0.7350190028020513,1.3133405064244184,-1.804674807946156
1429,14.0,50.0,70,Inconel,30,0.13692042721894307,1.373707263715685,1.9612116306478353,58.634033530946006,35.1804201185676,0.82,0.13692042721894299,0.32333831626644105,1.9612116306478355,1.48145057256479,1.4814505725647904,0.9057182024355708,0.8071567913777399,1.289539782521717,-2.005583051158675
1437,14.0,50.0,70,Titanium,20,0.12256222588933373,3.2187133614547943,2.3333333333333335,21.1435709028971,23.257927993186804,0.72,0.12256222588933394,0.13241771401277577,2.333333333333335,2.0494552648411357,2.0494552648411335,1.5941866194662069,0.8627710910784815,1.8976990497161588,-2.2043538388711816
1438,14.0,50.0,70,Titanium,22,0.17625743725946091,3.420505921750356,2.666666666666666,23.2579279931868,25.583720792505492,0.86,0.17625743725946108,0.17170207075662247,2.666666666666668,1.6069585554722947,1.6069585554722956,1.1607854032446447,1.0048753915609172,1.4582341713964118,-2.558760757832845
1439,14.0,50.0,70,Titanium,24,0.1073887911469299,3.1616899106289567,3.0,25.372285083476513,27.90951359182417,0.76,0.10738879114692992,0.12101913413985027,3.0,1.5254090524433042,1.5254090524433035,1.0460505915316052,1.0761359750955934,1.3656228988060708,-2.694234865740935
1440,14.0,50.0,70,Titanium,26,0.12571525509898532,3.2305627949641713,3.333333333333334,27.486642173766228,30.235306391142846,0.78,0.12571525509898546,0.1344869527746502,3.3333333333333344,1.4923887492063885,1.4923887492063888,1.008726778461879,1.1978451804023234,1.331168092291552,-3.0284114718395982
1441,14.0,50.0,70,Titanium,28,0.1004433617139399,3.1355882164206186,3.666666666666666,29.600999264055933,32.56109919046153,0.7,0.10044336171393993,0.11572332634321691,3.6666666666666674,1.484345873926341,1.4843458739263409,1.0290104237013176,1.2942777849079414,1.3325673905179998,-3.300729078420436
1442,14.0,50.0,70,Titanium,30,0.15548512638531387,3.3424412733843103,4.0,31.715356354345648,34.88689198978022,0.78,0.155485126385314,0.15648930128436053,4.000000000000001,1.5446118710340646,1.544611871034064,0.9068142734786637,1.437324809223225,1.3320126718489307,-3.6622953292906426
1449,14.0,50.0,80,Steel,18,0.32222626784692726,0.3127834709959908,0.07400521930467542,50.739589838150685,15.966425280591976,1.0,0.3222262678469272,0.11043939863792844,0.07400521930467537,1.59133047434044,1.5913304743404346,1.5926315486045892,0.168890295263177,1.5917641657618213,-0.4400503554109934
1450,14.0,50.0,80,Steel,20,0.2440821694301799,0.23519744562951683,0.19351003267014233,56.37732204238965,17.740472533991085,1.0,0.24408216943017977,0.08064392675119306,0.19351003267014233,1.5947998132095755,1.5947998132095758,1.362403400689948,0.17274537628383838,1.5173343423696999,-0.39287747535501216
1451,14.0,50.0,80,Steel,22,0.26987017201370234,0.2608012808919769,0.31437661059200706,62.015054246628615,19.5145197873902,1.0,0.2698701720137022,0.09016232438652613,0.31437661059200694,1.572226383079888,1.572226383079888,1.2067585127703446,0.22480303566407844,1.4504037596433736,-0.4863730283148298
1452,14.0,50.0,80,Steel,24,0.2921730364478379,0.2829448674300618,0.4358066558177398,67.6527864508676,21.288567040789307,1.0,0.2921730364478379,0.0988809057827298,0.4358066558177398,1.451485397928994,1.4514853979289932,1.0574794133963679,0.2756201993494358,1.3201500697514517,-0.5810979563738521
1453,14.0,50.0,80,Steel,26,0.3052255918769812,0.2959042068701568,0.5547306542484253,73.29051865510655,23.062614294188414,1.0,0.305225591876981,0.10389218209719185,0.5547306542484252,1.467094221556937,1.4670942215569367,1.0508776318610962,0.3212828094075327,1.3283553583249899,-0.6927903786703629
1454,14.0,50.0,80,Steel,28,0.2879924404203339,0.2787941275020497,0.673310322713568,78.92825085934554,24.836661547587518,1.0,0.28799244042033384,0.09775282934094896,0.673310322713568,1.4316817179849097,1.4316817179849093,1.0430362498395194,0.35301853082495027,1.3021332286031129,-0.7895099548004418
1455,14.0,50.0,80,Steel,30,0.24910810872999456,0.24018749173544524,0.7898467627498043,84.56598306358448,26.610708800986632,1.0,0.24910810872999442,0.0829066788727667,0.7898467627498043,1.4091965152901396,1.4091965152901396,0.9951958429951453,0.37395385011752175,1.2711962911918082,-0.9106336883127335
1463,14.0,50.0,80,Inconel,20,0.26520980093471413,1.3113605137746154,1.210253803367808,44.67354935691125,26.804129614146756,1.0,0.26520980093471413,0.30230363981348923,1.2102538033678085,1.535719602602517,1.535719602602518,1.3501624162871508,0.592589081372004,1.473867207164062,-1.5264605494197219
1464,14.0,50.0,80,Inconel,22,0.30120351809662876,1.377115977042888,1.4251694200155054,49.14090429260238,29.484542575561417,1.0,0.30120351809662876,0.32423286996713385,1.4251694200155054,1.537876687932555,1.5378766879325552,1.1852961845623584,0.683535269359756,1.420349853475823,-1.7221593324285387
1465,14.0,50.0,80,Inconel,24,0.27627574272001537,1.331576434384286,1.639016982986139,53.60825922829351,32.164955536976095,1.0,0.27627574272001526,0.3083046350107188,1.639016982986139,1.4494025972402205,1.449402597240221,1.0718591957371135,0.7411991202389577,1.323554796739185,-1.8440406614570228
1466,14.0,50.0,80,Inconel,26,0.2472646575211795,1.2785772584841302,1.8610437149577903,58.07561416398461,34.845368498390776,1.0,0.24726465752117963,0.29163542078322036,1.8610437149577905,1.4030478264097013,1.4030478264097015,1.0867399681814434,0.7999812644207301,1.2976118736669486,-2.019697010242563
1467,14.0,50.0,80,Inconel,28,0.24588824028852055,1.2760627376199254,2.0876722133079864,62.542969099675744,37.52578145980544,1.0,0.2458882402885205,0.29027207030638746,2.087672213307986,1.405887903404573,1.405887903404573,1.0881431197109324,0.8746108413009646,1.2999729755066929,-2.2170054440690055
1468,14.0,50.0,80,Inconel,30,0.2463210292820623,1.2768533822938202,2.301243582162659,67.01032403536688,40.20619442122012,1.0,0.24632102928206245,0.2901963472441397,2.301243582162659,1.4062205131604832,1.406220513160483,0.9956180333448745,0.9459203195629536,1.2693530198886138,-2.449457800559376
1475,14.0,50.0,80,Titanium,18,0.26644385221752726,3.164506913697751,2.0,21.74767292869415,23.922440221563576,1.0,0.2664438522175274,0.121673046366334,1.9999999999999998,1.988711097568572,1.9887110975685753,1.902942421164389,0.7960389661946204,1.9601215387671787,-2.1257653627300925
1476,14.0,50.0,80,Titanium,20,0.289407551966158,3.240019528173158,2.3333333333333335,24.164081031882397,26.58048913507064,1.0,0.2894075519661581,0.13575769295270315,2.333333333333333,1.7543757401235274,1.7543757401235271,1.4647059832659821,0.9194995260840647,1.6578191545043455,-2.3916604038079727
1477,14.0,50.0,80,Titanium,22,0.2562386868792169,3.130948788296134,2.666666666666666,26.58048913507063,29.238538048577702,1.0,0.2562386868792169,0.11477062075089094,2.666666666666666,1.47739083639707,1.4773908363970707,1.168619671759939,1.0125586580989248,1.3744671148513599,-2.6104356159602897
1478,14.0,50.0,80,Titanium,24,0.2503064104352452,3.1114414045130885,3.0,28.996897238258875,31.89658696208476,1.0,0.2503064104352453,0.11065600263044947,3.0,1.4156617174537631,1.4156617174537631,1.0825209513668448,1.1203208043552315,1.3046147954247902,-2.8708066270891472
1479,14.0,50.0,80,Titanium,26,0.2514919140888442,3.115339751962904,3.333333333333334,31.413305341447114,34.55463587559183,1.0,0.2514919140888443,0.11177805822274416,3.3333333333333326,1.4133069160694438,1.413306916069444,1.0834338270121242,1.2322011018816403,1.3033492197170038,-3.1730195491157738
1480,14.0,50.0,80,Titanium,28,0.2636296111063329,3.1552527122233944,3.666666666666666,33.82971344463536,37.21268478909889,1.0,0.2636296111063331,0.11909794729642664,3.6666666666666674,1.4217534365896796,1.4217534365896796,1.0703928606054125,1.3497980750231424,1.3046332445949238,-3.4871818405733803
1481,14.0,50.0,80,Titanium,30,0.30148263537597486,3.279726593161162,4.0,36.246121547823584,39.87073370260595,1.0,0.301482635375975,0.1437176543547567,4.0,1.4710016269197612,1.4710016269197612,0.9695797172074703,1.4817334299102438,1.3038609903489975,-3.8426056685551973
1489,14.0,50.0,90,Steel,20,0.47511611125847886,0.30185016706767465,0.2719646714279005,63.424487297688366,19.958031600739975,1.0,0.47511611125847897,0.10676767982220214,0.27196467142790043,1.4472537098944163,1.4472537098944163,1.3257649439608734,0.2846161541695272,1.406757454583235,-0.7135385928085709
1490,14.0,50.0,90,Steel,22,0.47317223309596107,0.30013461526038404,0.40015783263449906,69.76693602745719,21.953834760813976,1.0,0.473172233095961,0.10571475311641637,0.4001578326344989,1.5601983279911729,1.5601983279911722,1.2047617186564559,0.32634827294895874,1.4417194582129336,-0.7598619212315515
1491,14.0,50.0,90,Steel,24,0.41835575640934536,0.2517568375465677,0.5250024500057985,76.10938475722605,23.949637920887966,1.0,0.4183557564093456,0.08667114485560048,0.5250024500057985,1.4221788694973918,1.4221788694973918,1.0738462026387117,0.3433431170902482,1.3060679805444984,-0.7818221685900313
1492,14.0,50.0,90,Steel,26,0.4284691993458445,0.2606823636634766,0.6563602474155633,82.45183348699487,25.945441080961963,1.0,0.4284691993458445,0.09037064340239191,0.6563602474155633,1.4326145881952692,1.4326145881952692,1.073003085258029,0.39173336338793324,1.312744087216189,-0.9028842634356454
1493,14.0,50.0,90,Steel,28,0.43448029502181595,0.26598740090786477,0.7861893950586933,88.79428221676369,27.941244241035964,1.0,0.43448029502181584,0.09266862720515628,0.7861893950586929,1.4306914996394005,1.4306914996394002,1.059822711580515,0.43777943909522166,1.3070685702864386,-1.0171322707220076
1494,14.0,50.0,90,Steel,30,0.4449069748878047,0.2751893713981186,0.9091364788067502,95.13673094653255,29.937047401109968,1.0,0.44490697488780484,0.09553395285912773,0.9091364788067502,1.4492226099877306,1.4492226099877306,0.9736566835188363,0.48319246885122763,1.2907006344980991,-1.1780025765964528
1502,14.0,50.0,90,Inconel,20,0.4484016673316909,1.3520233873781304,1.4959183603730057,50.25774302652515,30.154645815915092,1.0,0.4484016673316909,0.3164848948631359,1.4959183603730057,1.5838881078916678,1.5838881078916678,1.3715075683465299,0.7536016408559442,1.513094594709955,-1.964734341035308
1503,14.0,50.0,90,Inconel,22,0.45437721073340576,1.3617269234552594,1.7478507930609533,55.283517329177684,33.17011039750659,1.0,0.4543772107334057,0.3189950985460616,1.747850793060953,1.4968610789302967,1.4968610789302967,1.1641351657836843,0.8404077007801402,1.3859524412147592,-2.135127485354193
1504,14.0,50.0,90,Inconel,24,0.4135685805360742,1.2954588054353369,1.96908934673541,60.30929163183019,36.185574979098114,1.0,0.4135685805360743,0.2972432890168879,1.9690893467354098,1.4472063216642712,1.447206321664271,1.101829672992137,0.8933004054294574,1.3320807721068932,-2.2582991406626007
1505,14.0,50.0,90,Inconel,26,0.3988127499974353,1.2714971797966392,2.232376765536908,65.33506593448271,39.20103956068962,1.0,0.39881274999743516,0.2888371676639751,2.232376765536908,1.4080756963759353,1.408075696375935,1.092961615577588,0.9733422277327728,1.303037669443153,-2.478113864426131
1506,14.0,50.0,90,Inconel,28,0.4375761621971712,1.3344441192573757,2.4936195638339735,70.36084023713522,42.21650414228114,1.0,0.43757616219717127,0.31021379523561504,2.4936195638339735,1.4410260291325807,1.4410260291325807,1.0726227067548624,1.0804698404222532,1.3182249216733413,-2.7455799205047797
1507,14.0,50.0,90,Inconel,30,0.465766116649196,1.3802210840702054,2.743405262835735,75.38661453978773,45.23196872387264,1.0,0.4657661166491958,0.3248822075288259,2.7434052628357346,1.463438833928397,1.463438833928397,0.962954185383737,1.1780178623379187,1.2966106177468437,-3.0364803632718913
1514,14.0,50.0,90,Titanium,18,0.42636943693906415,3.169242435093661,2.0,24.46613204478093,26.912745249259014,1.0,0.42636943693906415,0.12304798310664623,2.0,1.994002174127834,1.994002174127834,1.9405720975751637,0.8498058066819034,1.9761921486102771,-2.266638231430862
1515,14.0,50.0,90,Titanium,20,0.4682499698555623,3.291658192553038,2.3333333333333335,27.184591160867694,29.903050276954467,1.0,0.4682499698555623,0.14633731831646243,2.3333333333333335,1.841482119619773,1.8414821196197733,1.527222065020736,0.9826402071684527,1.736728768086761,-2.558247080346133
1516,14.0,50.0,90,Titanium,22,0.4209118697617448,3.1532901017929125,2.666666666666666,29.903050276954463,32.893355304649916,1.0,0.4209118697617449,0.11862788973982848,2.666666666666668,1.535262142849255,1.5352621428492548,1.1708916864589896,1.0687354753894136,1.4138053240524997,-2.743618553406098
1517,14.0,50.0,90,Titanium,24,0.46017430975398743,3.2680532386645624,3.0,32.62150939304123,35.88366033234535,1.0,0.4601743097539876,0.14128681738235113,3.0,1.473736347939324,1.473736347939324,1.0613021816044703,1.2004870423787797,1.3362582924943727,-3.0609423333080064
1518,14.0,50.0,90,Titanium,26,0.4750760023602874,3.3116105160149756,3.333333333333334,35.339968509128,38.8739653600408,1.0,0.4750760023602874,0.14968367281963926,3.3333333333333326,1.474268683732335,1.474268683732335,1.0453972452527385,1.3193643361710865,1.3313115375724696,-3.369791964399358
1519,14.0,50.0,90,Titanium,28,0.4539552680993957,3.249875134380738,3.666666666666666,38.05842762521477,41.86427038773624,1.0,0.4539552680993957,0.1381186253258019,3.666666666666667,1.4510726807842422,1.4510726807842425,1.0558187258503025,1.4195801866972884,1.319321362472929,-3.6550008232343862
1520,14.0,50.0,90,Titanium,30,0.4420059083491712,3.2149474526366952,4.0,40.77688674130154,44.85457541543169,1.0,0.4420059083491713,0.1312050555296242,4.0,1.4530619736439236,1.453061973643924,0.9829436236908231,1.524403654626265,1.2963558569928904,-3.9672490512022485
1527,14.0,50.0,100,Steel,18,0.5945650666073616,0.2665418703432423,0.22815134071755122,63.424487297688366,19.958031600739975,1.0,0.5945650666073614,0.09315772215262388,0.22815134071755125,1.7947392882481352,1.7947392882481332,1.7584601694173525,0.3052913764925122,1.7826462486378736,-0.8088950053135915
1528,14.0,50.0,100,Steel,20,0.6460766063766354,0.307456802753273,0.36544099172845124,70.47165255298707,22.175590667488862,1.0,0.6460766063766353,0.10854618564310783,0.36544099172845135,1.7328243278618978,1.7328243278618982,1.4510497609801476,0.37335459458273146,1.638899472234648,-0.9160684584095566
1529,14.0,50.0,100,Steel,22,0.6580557050822747,0.3169716418761112,0.5015614834284975,77.51881780828579,24.393149734237745,1.0,0.6580557050822746,0.11149429568028532,0.5015614834284975,1.654394933421698,1.654394933421698,1.209612286227423,0.4237038280636858,1.5061340510236063,-0.9846716947461652
1530,14.0,50.0,100,Steel,24,0.6539496479731937,0.3137102552073712,0.6338649395689111,84.56598306358448,26.610708800986636,1.0,0.6539496479731934,0.11037207766084313,0.6338649395689111,1.5211056288054021,1.5211056288054021,1.056430235513112,0.46606222173431594,1.3662138310413054,-1.0660719689903786
1531,14.0,50.0,100,Steel,26,0.6123528059710655,0.28067043565216176,0.7707293501715945,91.61314831888319,28.828267867735523,1.0,0.6123528059710653,0.09799475228966724,0.7707293501715948,1.4362876923738621,1.4362876923738621,1.040074348994305,0.4936923028107758,1.3042165779140096,-1.1711653737293415
1532,14.0,50.0,100,Steel,28,0.5628485658105736,0.24134987468177072,0.911062941317217,98.66031357418191,31.045826934484406,1.0,0.5628485658105736,0.08354212464723375,0.9110629413172172,1.4064244000042714,1.4064244000042714,1.0841708299861939,0.5191512105916748,1.299006543331579,-1.2634949707032128
1533,14.0,50.0,100,Steel,30,0.5955419071272217,0.2673177618041551,1.053568280756613,105.7074788294806,33.2633860012333,1.0,0.5955419071272215,0.09270647152334231,1.053568280756613,1.437940500720313,1.4379405007203132,0.9800953485896522,0.5806055531357256,1.2853254500100928,-1.4468454140062068
1541,14.0,50.0,100,Inconel,20,0.5876391022230925,1.3203148304997305,1.847465658426751,55.84193669613906,33.50516201768344,1.0,0.5876391022230927,0.3052796071964894,1.847465658426751,1.7416016888063508,1.7416016888063508,1.4717978034389156,0.9134614559487777,1.6516670603505392,-2.3815035752998437
1542,14.0,50.0,100,Inconel,22,0.6009473830679809,1.3397647176747254,2.145734942890164,61.42613036575297,36.85567821945179,1.0,0.6009473830679807,0.31139398598618984,2.145734942890164,1.567054316433008,1.5670543164330077,1.1998176464992663,1.0193587706481115,1.4446420931217607,-2.6105991785656264
1543,14.0,50.0,100,Inconel,24,0.5510709903351793,1.2668709891266574,2.4172095437870507,67.01032403536688,40.20619442122012,1.0,0.5510709903351791,0.2870688401150184,2.4172095437870507,1.4101743338531678,1.4101743338531678,1.0956565323327598,1.0851164580790826,1.3053350666796986,-2.791916993203419
1544,14.0,50.0,100,Inconel,26,0.6135141818458522,1.3581309380174784,2.6993571467037545,72.59451770498077,43.556710622988454,1.0,0.6135141818458522,0.31696379469567154,2.699357146703755,1.44965529692037,1.44965529692037,1.0503657621734899,1.2099450410817596,1.3165587853380767,-3.095589727021906
1545,14.0,50.0,100,Inconel,28,0.6070734630396599,1.348717907471582,3.006118903348204,78.17871137459468,46.90722682475682,1.0,0.6070734630396598,0.3151219648299742,3.006118903348205,1.4405792501535037,1.440579250153504,1.0608368518891753,1.3094381104059465,1.313998450732061,-3.3662590361045845
1546,14.0,50.0,100,Inconel,30,0.6268605886806895,1.3776365458532858,3.2785270137760683,83.76290504420858,50.25774302652515,1.0,0.6268605886806893,0.3243003446815786,3.2785270137760683,1.469399293464368,1.469399293464368,0.9672357991801459,1.4098959823794452,1.302011462036294,-3.652113732792718
1554,14.0,50.0,100,Titanium,20,0.60934247979567,3.233661285105519,2.3333333333333335,30.20510128985299,33.22561141883829,1.0,0.6093424797956697,0.13492449782283342,2.333333333333333,1.6835970039166304,1.68359700391663,1.4431371210466992,1.0258667703172788,1.6034437096266532,-2.6827136906253783
1555,14.0,50.0,100,Titanium,22,0.5986265406379815,3.205471103515822,2.666666666666666,33.22561141883829,36.54817256072212,1.0,0.5986265406379812,0.12919240362749929,2.6666666666666674,1.5429668757611852,1.5429668757611852,1.1740086811211594,1.1314952036440493,1.4199808108811764,-2.9117902454765536
1556,14.0,50.0,100,Titanium,24,0.5922242982274557,3.188628867527156,3.0,36.246121547823584,39.87073370260595,1.0,0.5922242982274556,0.12645500250660555,3.0,1.471154891790101,1.471154891790101,1.0943811734718643,1.2395597669113536,1.3455636523506886,-3.170757861409275
1557,14.0,50.0,100,Titanium,26,0.5970065340863646,3.2012093884953696,3.333333333333334,39.266631676808885,43.193294844489785,1.0,0.5970065340863647,0.128331798605457,3.3333333333333326,1.4409671859621265,1.440967185962126,1.0670306952097972,1.352890555341718,1.3163216890446832,-3.479873029718064
1558,14.0,50.0,100,Titanium,28,0.6399871818572476,3.3142776177634166,3.666666666666666,42.28714180579419,46.5158559863736,1.0,0.6399871818572472,0.15025632593601443,3.666666666666666,1.4760793546691946,1.4760793546691946,1.0449160987312929,1.485636724819976,1.3323582693565605,-3.8150185130047967
1559,14.0,50.0,100,Titanium,30,0.6197259225321088,3.2609767757927166,4.0,45.307651934779486,49.83841712825743,1.0,0.6197259225321086,0.14019385547808008,4.0,1.4594873705895983,1.4594873705895979,0.969683115225425,1.5866399260033963,1.296219285468207,-4.134604618232956
1566,14.0,50.0,110,Steel,18,0.7889108243134275,0.29173466041337504,0.3229050363641884,69.76693602745719,21.953834760813976,1.0,0.7889108243134276,0.10222427292224837,0.3229050363641884,1.6261967380682119,1.6261967380682205,1.5951438092145527,0.4046800445332881,1.6158457617836615,-1.0828830915624184
1567,14.0,50.0,110,Steel,20,0.7646709096385296,0.2742315308411977,0.46937255056765426,77.51881780828579,24.393149734237745,1.0,0.7646709096385297,0.0952059493487127,0.4693725505676543,1.6795530223814699,1.6795530223814696,1.4064541417979588,0.44308313651829895,1.5885200621869664,-1.105313027581873
1568,14.0,50.0,110,Steel,22,0.7262740251081226,0.2465059528382515,0.6158732892451735,85.27069958911436,26.832464707661526,1.0,0.7262740251081229,0.08493450997804713,0.6158732892451737,1.448293894399195,1.4482938943991952,1.1472713411498858,0.47569394144378124,1.3479530433160922,-1.1595451275745763
1569,14.0,50.0,110,Steel,24,0.7774228290757121,0.283439422089846,0.763085000603992,93.02258136994293,29.271779681085295,1.0,0.7774228290757121,0.09833953983918024,0.7630850006039919,1.458537563219384,1.458537563219384,1.0556422675662747,0.5462824565062947,1.3242391313350141,-1.3026620758769458
1570,14.0,50.0,110,Steel,26,0.7451510313209837,0.2601366396665623,0.9105203351293493,100.77446315077151,31.71109465450907,1.0,0.7451510313209841,0.09048142360294326,0.9105203351293493,1.427893454982312,1.427893454982312,1.0686830919476935,0.5820509300177589,1.3081566673041058,-1.4085285164416304
1571,14.0,50.0,110,Steel,28,0.7511299126676136,0.26445386339900007,1.0568069325671658,108.5263449316001,34.15040962793284,1.0,0.751129912667614,0.0920047565928345,1.0568069325671656,1.4388854756391387,1.4388854756391387,1.0724615961157122,0.6333138672758714,1.316744182464663,-1.5464506205538329
1572,14.0,50.0,110,Steel,30,0.7646657864786904,0.2742278315158624,1.2016713640963175,116.27822671242868,36.589724601356615,1.0,0.7646657864786903,0.09558143685631153,1.2016713640963173,1.4445804170179946,1.4445804170179948,0.9756560731061361,0.6873061958104397,1.2882723023807083,-1.72951752109956
1579,14.0,50.0,110,Inconel,18,0.7654541529696709,1.345626653476088,1.9804169406093113,55.283517329177684,33.17011039750659,1.0,0.7654541529696711,0.31309816393597045,1.9804169406093113,1.5618429488639485,1.5618429488639494,1.6126534162493604,1.0196564191716508,1.5787797713257528,-2.7383089498806497
1580,14.0,50.0,110,Inconel,20,0.7682472125799942,1.3493375825057101,2.3132144288132364,61.42613036575297,36.85567821945179,1.0,0.7682472125799942,0.314422155203591,2.3132144288132377,1.5401978734360775,1.5401978734360775,1.3300803893665711,1.1319612655322742,1.4701587120795754,-2.9775054435493904
1581,14.0,50.0,110,Inconel,22,0.7963761455997269,1.3867103882021616,2.638366243918221,67.56874340232827,40.54124604139696,1.0,0.7963761455997271,0.3279206516633153,2.638366243918223,1.6114805875071918,1.6114805875071918,1.2212806209654283,1.2542210137270884,1.4814139319932706,-3.237543964481418
1582,14.0,50.0,110,Inconel,24,0.7639384248951457,1.3436128191519021,2.980380202966962,73.71135643890355,44.22681386334213,1.0,0.7639384248951454,0.3128158362742555,2.980380202966962,1.4843694636081914,1.4843694636081914,1.08962570345427,1.352378154712121,1.352788210223551,-3.4816452081766123
1583,14.0,50.0,110,Inconel,26,0.7963700838940695,1.3867023344680378,3.309321909629058,79.85396947547885,47.91238168528732,1.0,0.7963700838940695,0.32675132848597677,3.3093219096290563,1.4639214208249138,1.4639214208249134,1.0415143104036249,1.4774811073363676,1.323119050684484,-3.8054550916736325
1584,14.0,50.0,110,Inconel,28,0.7627380556902004,1.3420179785289403,3.6225627510189122,85.99658251205416,51.597949507232485,1.0,0.7627380556902006,0.3126519214168312,3.6225627510189127,1.4438675480966758,1.4438675480966763,1.0653534631959571,1.565984242708648,1.3176961864631032,-4.0504285770620365
1585,14.0,50.0,110,Inconel,30,0.7423723907433661,1.3149596454452388,3.966836963690481,92.13919554862944,55.28351732917767,1.0,0.7423723907433661,0.30308684350151777,3.9668369636904806,1.4291395824812239,1.4291395824812239,0.9854571439377916,1.6707653993117881,1.2812454363000798,-4.380579177921815
